2900. -11000.  +15000. -10000. +3700. -770. +85. -4.5 
4300. -17000.  +27000. -21000. +9200. -2300. +340. -26.
4300. -17000.  +27000. -21000. +9200. -2300. +340. -26.  
6400. -28000.  +48000. -43000. +22000. -6600. +1200. -120.
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0
80. -190.  +180. -77. +17. -1.9 +0.085 -0.00064 
180. -490.  +520. -270. +75. -11. +0.85 -0.026
180. -490.  +520. -270. +75. -11. +0.85 -0.026  
380. -1200.  +1500. -910. +310. -59. +6.3 -0.35 
-480. +1500. -1700. +920. -270. +41. -3.1 +0.094 
-1100. +3600. -4700. +3000. -1100. +210. -23. +1.3 
-720. +2400. -3100. +2000. -720. +140. -15. +0.75 
-1600. +5900. -8700. +6500. -2700. +660. -92. +7.1 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0
