2900. -11000.  +15000. -10000. +4000. -880. +110. -6.4 
4200. -17000.  +26000. -20000. +9000. -2300. +340. -27. 
4200. -17000.  +26000. -20000. +9000. -2300. +340. -27. 
6100. -26000.  +44000. -39000. +20000. -5900. +1000. -100.
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
130. -320.  +290. -130. +29. -3.2 +0.14 0.0
150. -430.  +460. -240. +67. -10. +0.77 -0.023 
150. -430.  +460. -240. +67. -10. +0.77 -0.023 
180. -570.  +700. -430. +140. -27. +3.0 -0.17 
-620. +1900. -2100. +1200. -360. +59. -4.7 +0.14 
-720. +2400. -3200. +2100. -760. +160. -18. +1.0 
-900. +3000. -3800. +2500. -880. +170. -18. +0.85 
-1000. +3900. -5700. +4200. -1700. +420. -59. +4.5
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
