2900. -11000.  +15000. -10000. +3800. -810. +92. -5.1 
4200. -16000.  +25000. -20000. +8600. -2200. +310. -24. 
4200. -16000.  +25000. -20000. +8600. -2200. +310. -24. 
5900. -25000.  +43000. -37000. +19000. -5500. +980. -97. 
0.00012 -0.00089  +0.0015 +0.0015 -0.00069 -0.0012 +0.00080 0
0.0045 -0.039  +0.095 -0.038 -0.077 +0.087 -0.035 +0.0059 
0.0045 -0.039  +0.095 -0.038 -0.077 +0.087 -0.035 +0.0059 
0.18 -1.6  +5.8 -9.7 +9.1 -4.9 +1.4 -0.21 
0 0 0.00013  -0.00062  +0.00088 -0.00053 +0.00015 0 
0.0023 +0.0032  -0.011 -0.00077 +0.019 -0.018 +0.0066 -0.0011 
0.0023 +0.0032  -0.011 -0.00077 +0.019 -0.018 +0.0066 -0.0011 
0.088 +0.30  -0.23 -0.47 +1.2 -1.1 +0.44 -0.086 
0.022 -0.054  +0.053 -0.026 +0.0071 -0.00098 0 0
0.11 -0.28  +0.31 -0.19 +0.062 -0.010 +0.00073 0 
0.11 -0.28  +0.31 -0.19 +0.062 -0.010 +0.00073 0
0.56 -1.4  +1.8 -1.3 +0.51 -0.11 +0.0097 -0.00015 
100. -250.  +230. -100. +24. -2.7 +0.12 0
150. -400.  +430. -230. +64. -9.9 +0.75 -0.022 
150. -400.  +430. -230. +64. -9.9 +0.75 -0.022 
200. -640.  +780. -480. +160. -31. +3.3 -0.18 
-550. +1700. -1900. +1100. -320. +51. -4.0 +0.11 
-770. +2600. -3400. +2200. -790. +160. -17. +0.96 
-790. +2600. -3400. +2200. -770. +150. -16. +0.77 
-1100. +4100. -5900. +4400. -1800. +440. -61. +4.5 
0.0016 -0.0081  +0.0047 +0.0049 -0.0061 +0.0023 -0.00039 0
0.0080 -0.041  +0.027 +0.020 -0.038 +0.020 -0.0042 +0.00032 
0.063 -0.37  +0.72 -0.68 +0.35 -0.098 +0.014 -0.00077 
0.31 -1.9  +3.8 -4.1 +2.5 -0.87 +0.15 -0.011
0.042127495999999987	0.0776484320000006	0.4994860799999987	0.8358127360000012	1.0700718079999998	0.7054499839999995	0.20745502719999998	0.01502698495999999
0.242946824	-0.9489808480000004	3.0875996800000003	-4.656625024	4.590046976000002	-2.6062100479999994	0.7628763135999999	-0.09066672127999997
0.242946824	-0.9489808480000004	3.0875996800000003	-4.656625024	4.590046976000002	-2.6062100479999994	0.7628763135999999	-0.09066672127999997
1.571453192	9.194851952	27.883601920000004	43.394317696	40.69761536000001	22.761211904	7.3494126592	1.2935152128
