35.9999 -31.9999 7.11108 0 0 0 0 0
35.9999 -31.9999 7.11108 0 0 0 0 0
35.9999 -31.9999 7.11108 0 0 0 0 0
35.9999 -31.9999 7.11108 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0.604197 0 0 0 0 0 0 0
0.604197 0 0 0 0 0 0 0
0.604197 0 0 0 0 0 0 0
0.604197 0 0 0 0 0 0 0
-4.66381 2.0728 0 0 0 0 0 0
-4.66381 2.0728 0 0 0 0 0 0
-4.66381 2.0728 0 0 0 0 0 0
-4.66381 2.0728 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
