81. -96.  +36.  -4.7  +0.19 0 0 0 
90. -110.  +48.  -7.5  +0.37 0 0 0  
90. -110.  +48.  -7.5  +0.37 0 0 0   
100. -130.  +61.  -11.  +0.73 0 0 0   
1.81 -4.85  +4.88  -2.18  +0.364 0 0 0 
-0.0331 +0.0815  -0.0511  -0.00142  +0.00602 0 0 0  
-0.0331 +0.0815  -0.0511  -0.00142  +0.00602 0 0 0 
0.000607 -0.00136  +0.000266  +0.000550  +0.0000997 0 0 0
0.903 -2.37  +2.35  -1.05  +0.175 0 0 0 
-0.0166 +0.0509  -0.0510  +0.0199  -0.00237 0 0 0  
-0.0166 +0.0509  -0.0510  +0.0199  -0.00237 0 0 0
0.000303 -0.00107  +0.00114  -0.000348  +0.0000320 0 0 0  
0.0251 -0.0201  +0.00401 0 0 0 0 0
-0.0213 +0.0170  -0.00341 0 0 0 0 0  
-0.0213 +0.0170  -0.00341 0 0 0 0 0   
0.0181 -0.0145  +0.00290 0 0 0 0 0  
0.0392 -0.0314  +0.00627 0 0 0 0 0  
0.100 -0.0800  +0.0160 0 0 0 0 0 
0.100 -0.0800  +0.0160 0 0 0 0 0  
0.255 -0.204  +0.0408 0 0 0 0 0  
-1.78 +1.77  -0.509  +0.0347 0 0 0 0  
-4.55 +4.51  -1.30  +0.0884 0 0 0 0  
-1.98 +2.11  -0.697  +0.0675 0 0 0 0  
-5.05 +5.39  -1.78  +0.172 0 0 0 0  
-0.213 +0.371  -0.210  +0.0382 0 0 0 0  
0.181 -0.315  +0.178  -0.0325 0 0 0 0  
0.00390 -0.00592  +0.000163  +0.000632 0 0 0 0  
-0.00331 +0.00503  -0.000138  -0.000537 0 0 0 0
